entityType,firstAppearanceInMarioMaker,firstAppearanceInMarioMaker_version,isInSuperMarioMaker1,isInSuperMarioMakerFor3DS,isInSuperMarioMaker2,isInSMBGameStyle,isInSMB3GameStyle,isInSMWGameStyle,isInNSMBUGameStyle,isInSM3DWGameStyle,isInGroundTheme,isInUndergroundTheme,isInUnderwaterTheme,isInDesertTheme,isInSnowTheme,isInSkyTheme,isInForestTheme,isInGhostHouseTheme,isInAirshipTheme,isInCastleTheme,isInDayTime,isInNightTime,categoryInTheEditor,hasAMushroomVariant,canBeInAParachute,canBeInAParachute_comment,canHaveWings,canHaveWings_comment,canContainOrSpawnAKey,isAffectedDirectlyByAnOnOrOffState,isAffectedDirectlyByAnOnOrOffState_comment,canBePutOnATrack,editorLimit_canBePutOnATrack,whilePlaying_canBePutOnATrack,canSpawnOutOfAPipe,canBePutInASwingingClaw,canBeThrownByALakitu,canBePutInALakituCloud,canBePutInAClownCar,canBeFiredOutOfABulletLauncher,canComeOutOfABlock,canBePutInATree,weight,lightSourceEmitted,lightSourceEmitted_isInSMB,canSurviveInTheLavaOrThePoison,canIgniteABobOmb,canBeBrokenOrKilledByABobOmb,canBeAffectedByATwister,canGoThroughWalls,canGoThroughWalls_SM3DW,canBeStacked,isGlobalGroundOrGlobal,isGlobalGroundOrGlobal_SM3DW,instrument,canMakeASoundOutOfAMusicBlock,canMakeASoundOutOfAMusicBlock_comment,canBeThrownByBowserInClownCar,canBeThrownByBowserJr,canBeThrownByBowserJrInClownCar,canBeTransformedByMagikoopa,canBeSpawnedByMagikoopa,canBeSpawnedByWingedMagikoopa,limitAmount,editorLimit_SMM1And3DS,editorLimit_SMM2,editorLimit_SMM2_isUnknown,whilePlaying_isInGEL,whilePlaying_isInGEL_comment,whilePlaying_isInGEL_isSuperGlobal,whilePlaying_isInGEL_isSuperGlobal_comment,whilePlaying_isInPL,whilePlaying_isInPJL,whilePlaying_isInPJL_comment,whilePlaying_isInObjectRenderedLimit,whilePlaying_isInObjectRenderedLimit_comment,whilePlaying_isInCollectedCoinLimit,whilePlaying_otherLimit,whilePlaying_otherLimit_comment,whilePlaying_otherLimit_isUnknown,canRespawn,canRespawn_online,canRespawn_online_inABlock,behaviour_solo,behaviour_localCoop,behaviour_onlineCoop,behaviour_onlineVS,offscreenSpawningAndDespawningReferencePoint,offscreenSpawningHorizontalRange,offscreenDespawningHorizontalRange,offscreenSpawningUpwardVerticalRange,offscreenDespawningUpwardVerticalRange,offscreenSpawningDownwardVerticalRange,offscreenDespawningDownwardVerticalRange,dimension,dimension_maximum,dimension_differentSM3DW,dimension_maximum_differentSM3DW,inDayTime,inNightTime,inGroundTheme,inUndergroundTheme,inUnderwaterTheme,inDesertTheme,inSnowTheme,inSkyTheme,inForestTheme,inGhostHouseTheme,inAirshipTheme,inCastleTheme,inSMBGameStyle,inSMB3GameStyle,inSMWGameStyle,inNSMBUGameStyle,inSM3DWGameStyle,hasANameReferencedInMarioMaker,english,americanEnglish,europeanEnglish,french,canadianFrench,europeanFrench,german,spanish,americanSpanish,europeanSpanish,italian,dutch,portuguese,americanPortuguese,europeanPortuguese,russian,japanese,chinese,traditionalChinese,simplifiedChinese,korean
Projectile,1,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,FALSE,FALSE,,FALSE,,FALSE,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Full light,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,For each projectile,,,FALSE,FALSE,,FALSE,,FALSE,FALSE,,FALSE,,FALSE,,,FALSE,,,,,,,,,,,,,,,,,,,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,FALSE,Fireball thrown by a Fire Piranha Plant,,,Boule de feu lancée par une Pyro Piranha,,,???,???,,,???,???,???,,,???,???,???,,,???
Entity,1,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Enemy,TRUE,FALSE,,TRUE,,TRUE,FALSE,,TRUE,General Entity Limit (Editor),General Entity Limit,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,2,Dim light,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,Piano 2,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,General Entity Limit (Editor),General Entity Limit (Editor),FALSE,TRUE,,FALSE,,FALSE,FALSE,,FALSE,,FALSE,,,FALSE,TRUE,FALSE,FALSE,,,,,?,3,,,,,,1x1,2x2,,,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,,TRUE,Muncher,,,,Miamiam,Scrounch,Mampfer,,Tulipán piraña,Mordiscador,Sgranocchio,Muncher,Trinca,,,жевалка,ブラックパックン,黑吞食花,,,블랙뻐끔
Entity,2,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Enemy,FALSE,FALSE,,FALSE,,TRUE,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,N/A,Piranha Creeper Limit,FALSE,TRUE,,FALSE,,FALSE,FALSE,,FALSE,,FALSE,,,FALSE,TRUE,FALSE,FALSE,,,,,?,,,,,,,"2x2
track → 2x2 * 1","2x2
track → 2x2 * 20",,,this,,this,this,this,this,this,this,this,this,this,this,,,,,this,TRUE,Piranha Creeper,,,Piranha rampante,,,Kriech-Piranha,,Piraña reptante,Piraña Reptante,Pianta Serpiranha,Piranha Creeper,Planta Piranha Rastejante,,,пиранья-выползок,のびのびパックン,,長長吞食花,长长吞食花,쭉쭉뻐끔
Entity,1,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Enemy,TRUE,TRUE,,TRUE,,TRUE,FALSE,,TRUE,General Entity Limit (Editor),General Entity Limit,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,2,Dim light,FALSE,TRUE,FALSE,Unchained Chomp,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"Unchain Chomp → Piano 1
Stump → Mokugyo",TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,General Entity Limit (Editor),General Entity Limit (Editor),FALSE,TRUE,,FALSE,,FALSE,FALSE,,FALSE,,FALSE,,,FALSE,TRUE,FALSE,FALSE,,,,,?,3,,,,,,"Unchained Chomp → 1x1
Stump → 1x1","Unchained Chomp → 2x2
Stump → 1x1",,,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,,TRUE,Chain Chomp,,,,Boulouf,Chomp,Kettenhund,,Chomp cadenas,Chomp Cadenas,Categnaccio,Chain Chomp,,Chomp Chomp,Chain Chomp,Кусалкин на цепи,ワンワン,汪汪,,,멍멍이
Entity,1,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Enemy,TRUE,TRUE,,TRUE,,TRUE,FALSE,,TRUE,General Entity Limit (Editor),General Entity Limit,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1,Dim light,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,Piano 1,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,General Entity Limit (Editor),General Entity Limit (Editor),FALSE,TRUE,,FALSE,,FALSE,FALSE,,FALSE,,FALSE,,,FALSE,TRUE,FALSE,FALSE,,,,,?,3,,,,,,1x1,2x2,,,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,,TRUE,Unchained Chomp,,,,Boulouf déchaîné,Chomp déchaîné,Freier Kettenhund,,Chomp desencadenado,Chomp Desencadenado,Categnaccio scatenato,Ontketende Chain Chomp,???,,,Кусалкин на свободе,杭なしワンワン,,沒有木棒的汪汪,没有木桩的汪汪,말뚝 없는 멍멍이
Entity,1,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,FALSE,FALSE,,FALSE,,FALSE,FALSE,,FALSE,,,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,Dim light,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Mokugyo,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,,,FALSE,FALSE,,FALSE,,FALSE,FALSE,,FALSE,,FALSE,,,TRUE,,,,,,,,,,,,,,,1x1,,,,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,,FALSE,Chain Chomp’s Stump,,,,Tronc au Boulouf,Tronc au Chomp,???,???,,,???,???,???,,,???,???,???,,,???
Entity,2,v2.0.0,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Enemy,TRUE,TRUE,,TRUE,,TRUE,FALSE,,TRUE,General Entity Limit (Editor),General Entity Limit,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1,Dim light,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,Electric bass,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,N/A,General Entity Limit (Editor),FALSE,TRUE,,FALSE,,FALSE,FALSE,,FALSE,,FALSE,,,FALSE,TRUE,FALSE,FALSE,,,,,?,3,,,,,,1x1,2x2,,,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,TRUE,Spike,,,Spike,,,Spike,,Escupicos,Spike,Spunzo,Spike,Espigão,,,Спайк,ガボン,加邦,,,가봉
Entity,2,v2.0.0,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Enemy,TRUE,TRUE,,TRUE,,TRUE,FALSE,,TRUE,General Entity Limit (Editor),General Entity Limit,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1,Dim light,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Tom,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,N/A,General Entity Limit (Editor),FALSE,TRUE,,FALSE,,FALSE,FALSE,,FALSE,,FALSE,,,FALSE,TRUE,FALSE,FALSE,,,,,?,3,,,,,,1x1,2x2,,,this,this,this,this,this,this,Snowball,this,this,this,this,this,this,this,this,this,this,TRUE,Spike Ball,,,,Boule Picos,Boule Spikante,Pieksball,,Bola espinosa,Bola de pinchos,Palla acuminata,Spijkerbal,Bola de espinhos,,,Шар с шипами,シューリンガン,,殊力鋼,殊力钢,스파이크볼
Entity,2,v2.0.0,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Enemy,TRUE,TRUE,,TRUE,,TRUE,FALSE,,TRUE,General Entity Limit (Editor),General Entity Limit,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Synthetic tom,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,N/A,General Entity Limit (Editor),FALSE,TRUE,,FALSE,,FALSE,FALSE,,FALSE,,FALSE,,,FALSE,TRUE,FALSE,FALSE,,,,,?,3,,,,,,1x1,2x2,,,this,this,Spike Ball,Spike Ball,Spike Ball,Spike Ball,this,Spike Ball,Spike Ball,Spike Ball,Spike Ball,Spike Ball,this,this,this,this,this,TRUE,Snowball,,,Boule de neige,,,Schneeball,Bola de nieve,,,Palla di neve,Sneeuwbal,???,,,Снежок,雪玉,雪球,,,눈덩이
Entity,1,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Enemy,FALSE,FALSE,,TRUE,,TRUE,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,Dim light,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,General Entity Limit (Editor),General Entity Limit (Editor),FALSE,TRUE,,FALSE,,FALSE,FALSE,,FALSE,,FALSE,,,FALSE,TRUE,FALSE,FALSE,,,,,?,3,,,,,,1x2,,,,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,,TRUE,Lakitu,,,,Lakitou,Lakitu,Lakitu,Lakitu,,,Lakitu,Lakitu,Lakitu,,,Лакиту,ジュゲム,,球蓋姆,球盖姆,김수한무
Entity,1,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,FALSE,FALSE,,FALSE,,FALSE,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Dim light,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,General Entity Limit (Editor),General Entity Limit (Editor),FALSE,TRUE,,FALSE,,FALSE,FALSE,,FALSE,,FALSE,,,FALSE,TRUE,FALSE,FALSE,,,,,?,3,,,,,,1x1,,,,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,,TRUE,Lakitu’s Cloud,,,,Nuage de Lakitou,Nuage de Lakitu,Lakitus Wolke,Nube de Lakitu,,,Nuvola di Lakitu,Lakitu’s wolk,???,,,Облако лакиту,ジュゲムの雲,,球蓋姆的雲,球盖姆的云,김수한무 구름
Entity,1,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Enemy,TRUE,TRUE,,TRUE,,TRUE,FALSE,,TRUE,General Entity Limit (Editor),General Entity Limit,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1,Dim light,FALSE,TRUE,FALSE,FALSE,Parachute,FALSE,FALSE,TRUE,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,General Entity Limit (Editor),General Entity Limit (Editor),FALSE,TRUE,,FALSE,,FALSE,FALSE,,FALSE,,FALSE,,,FALSE,TRUE,FALSE,FALSE,,,,,?,3,,,,,,1x1,2x2,,,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,TRUE,Boo,,,Boo,,,Buu Huu,Boo,,,Boo,Boo,Bu,,,Бу,テレサ,,害羞幽靈,害羞幽灵,부끄부끄
Entity,1,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,FALSE,FALSE,,FALSE,,TRUE,FALSE,,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,Dim light,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,General Entity Limit (Editor),General Entity Limit (Editor),FALSE,TRUE,,FALSE,,FALSE,FALSE,,FALSE,,FALSE,,,FALSE,TRUE,FALSE,FALSE,,,,,?,3,,,,,,1x1,2x2,,,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,TRUE,Stretch,,,,Stretch,Flexcible,Buu-Laken,,Boo estirado,Boo Estirado,Piattaforma Boo,Stretch,,Obustáculo,???,Тянучка,ネッチー,,拉伸幽靈,拉伸幽灵,끈쭈기
Entity,1,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Enemy,TRUE,TRUE,,TRUE,,TRUE,FALSE,,TRUE,General Entity Limit (Editor),General Entity Limit,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,Dim light,FALSE,TRUE,FALSE,FALSE,Parachute,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,General Entity Limit (Editor),General Entity Limit (Editor),FALSE,TRUE,As a group,FALSE,,FALSE,FALSE,,FALSE,,FALSE,,,FALSE,TRUE,FALSE,FALSE,,,,,Center,9,,,,,,"editor → 1x1
whilePlaying → 8x8","editor → 2x2
whilePlaying → 11x11",,,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,Peepa,TRUE,Boo Buddies,,,,Amis Boo,Bande des Boo,Buu-Helfer,,Banda de boos,Pandilla de Boos,Banda di Boo,Boo Buddy’s,???,,,Бу-дружищи,輪になるテレサ,,圓陣害羞幽靈,圆阵害羞幽灵,원을 그리는 부끄부끄
Entity,2,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,Enemy,TRUE,TRUE,,TRUE,,TRUE,FALSE,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,1,,FALSE,TRUE,FALSE,FALSE,Parachute,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,N/A,General Entity Limit (Editor),FALSE,TRUE,,FALSE,,FALSE,FALSE,,FALSE,,FALSE,,,FALSE,TRUE,FALSE,FALSE,,,,,?,,,,,,,1x1,2x2,,,this,,this,this,this,this,this,this,this,this,this,this,Boo Buddies,Boo Buddies,Boo Buddies,Boo Buddies,this,TRUE,Peepa,,,Paltrak,,,Spukmatz,Fantasmirón,,,Ectobaldo,Peepa,,Esbugalhado,Fantasma,Пучеглазый призрак,テレン,,不害羞幽靈,不害羞幽灵,안부끄
Entity,1,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Enemy,TRUE,TRUE,,TRUE,,TRUE,FALSE,,TRUE,General Entity Limit (Editor),General Entity Limit,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1,Dim light,FALSE,Explode,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,Orchestra hit,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,General Entity Limit (Editor),General Entity Limit (Editor),FALSE,TRUE,,FALSE,,FALSE,FALSE,,FALSE,,FALSE,,,FALSE,TRUE,FALSE,FALSE,,,,,?,3,,,,,,1x1,2x2,,,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,TRUE,Bob-omb,,,Bob-omb,,,Bob-omb,,Bob-omba,Bom-omb,Bob-omba,Bob-omb,Bom-bomba,,,Боб-омб,ボムへい,,炸彈兵,炸弹兵,폭탄병
Entity,1,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Enemy,TRUE,TRUE,,TRUE,,TRUE,FALSE,,TRUE,General Entity Limit (Editor),General Entity Limit,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1,Full light,TRUE,Explode,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,Orchestra hit,TRUE,,TRUE,FALSE,Koopa Troopa clear condition,FALSE,FALSE,winged,1,General Entity Limit (Editor),General Entity Limit (Editor),FALSE,TRUE,,FALSE,,FALSE,FALSE,,FALSE,,FALSE,,,FALSE,TRUE,FALSE,FALSE,,,,,?,3,,,,,,1x1,2x2,,,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,TRUE,Lit Bob-omb,,,Bob-omb allumée,,,Scharfer Bob-omb,,Bob-omba encendida,Bom-omb encendido,Bob-omba innescato,Roodgloeiende Bob-omb,???,,,Активированный боб-омб,着火したボムへい,,著火的炸彈兵,着火的炸弹兵,불붙은 폭탄병
Entity,2,v2.0.0,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Enemy,FALSE,TRUE,,TRUE,,TRUE,FALSE,,TRUE,General Entity Limit (Editor),General Entity Limit,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1 per segment (1 to 8),Project a light in front of them,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Acoustic guitar,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,N/A,General Entity Limit (Editor),FALSE,TRUE,,FALSE,,FALSE,FALSE,,FALSE,,FALSE,,,FALSE,TRUE,FALSE,FALSE,,,,,?,3,,,,,,1x2,1x8,,,this,this,this,this,this,this,Snow Pokey,this,this,this,this,this,this,this,this,this,this,TRUE,Pokey,,,Pokey,,,Pokey,Pokey,,,Marghibruco,Pokey,,Cactubola,Catubola,Поки,サンボ,刺球丸子,,,선인
Entity,2,v2.0.0,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Enemy,FALSE,TRUE,,TRUE,,TRUE,FALSE,,TRUE,General Entity Limit (Editor),General Entity Limit,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1 per segment (1 to 8),,,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Bagpipe,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,N/A,General Entity Limit (Editor),FALSE,TRUE,,FALSE,,FALSE,FALSE,,FALSE,,FALSE,,,FALSE,TRUE,FALSE,FALSE,,,,,?,3,,,,,,1x2,1x8,,,this,this,Pokey,Pokey,Pokey,Pokey,this,Pokey,Pokey,Pokey,Pokey,Pokey,this,this,this,this,this,TRUE,Snow Pokey,,,Pokey des neiges,,,Schnee-Pokey,,Pokey polar,Pokey Polar,Nevibruco,Snow Pokey,???,,,Снежный поки,スノーサンボ,雪刺球丸子,,,스노선인
Entity,1,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Enemy,TRUE,TRUE,,TRUE,,TRUE,FALSE,,TRUE,General Entity Limit (Editor),General Entity Limit,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2,Dim light,FALSE,TRUE,FALSE,Standing on top of block that get destroyed,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Taiko,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,General Entity Limit (Editor),General Entity Limit (Editor),FALSE,TRUE,,FALSE,,FALSE,FALSE,,FALSE,,FALSE,,,FALSE,TRUE,FALSE,FALSE,,,,,?,3,,,,,,2x2,4x4,,,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,TRUE,Thwomp,,,,Ka-Bang,Thwomp,Steinblock,,Don Pisotón,Roca Picuda,Twomp,Thwomp,,Tumbo,Granitão,Бамс,ドッスン,咚咚,,,쿵쿵
Entity,2,,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Enemy,TRUE,TRUE,,TRUE,,TRUE,FALSE,,TRUE,General Entity Limit (Editor),General Entity Limit,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2,Dim light,FALSE,TRUE,FALSE,Standing on top of block that get destroyed,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Taiko,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,N/A,General Entity Limit (Editor),FALSE,TRUE,,FALSE,,FALSE,FALSE,,FALSE,,FALSE,,,FALSE,TRUE,FALSE,FALSE,,,,,?,3,,,,,,2x2,4x4,,,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,TRUE,Sideways Thwomp,,,,Ka-Bang de côté,Thwomp de côté,???,???,,,???,???,???,,,???,???,???,,,???
Entity,1,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Enemy,TRUE,TRUE,,TRUE,,TRUE,FALSE,,TRUE,General Entity Limit (Editor),General Entity Limit,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1,Dim light,FALSE,Only inside the ground,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,Santur,TRUE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,General Entity Limit (Editor),General Entity Limit (Editor),FALSE,TRUE,,FALSE,,FALSE,FALSE,,FALSE,,FALSE,,,FALSE,TRUE,FALSE,FALSE,,,,,?,3,,,,,,1x1,2x2,,,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,this,,TRUE,Monty Mole,,,Topi Taupe,,,Monty Maulwurf,,Topo monty,Topo Monty,Tantatalpa,Monty Mole,Toupeira Monty,,,Крот Монти,チョロプー,,黃鼴鼠,黄鼹鼠,쪼르뚜
